created_at	id	full_text	user_name	screen_name	followers_count	verified	retweet_count	favorite_count
Fri Mar 06 20:08:22 +0000 2020	1236020820947931136	"Epidemiologist Marc Lipsitch, director of Harvard's Center for Communicable Disease Dynamics: “In the US it is the opposite of contained.\"" https://t.co/IPAPagz4Vs"	Daniel Dale	ddale8	768187	True	102	260
Fri Mar 06 04:45:52 +0000 2020	1235788666737291264	Toronto has another case of #COVID19 in a traveler who acquired the infection in.....Las Vegas.\n\nYou heard that right - Las Vegas.\n\nThe USA is exporting cases and the travel history is rapidly becoming irrelevant. \n\nhttps://t.co/g5QpObskW4	Isaac Bogoch	BogochIsaac	33273	True	3810	6145
Fri Mar 06 12:45:46 +0000 2020	1235909436033699847	BREAKING: There have now been more than 100,000 #coronavirus cases worldwide. 3,398 people have died of #COVID19 and 55,672 people have recovered.	Nick Stylianou	nmsonline	9029	True	3479	7921
Thu Mar 05 18:38:35 +0000 2020	1235635838052175878	did y’all know that there are 96,950 cases of COVID-19 right now?\n\nDid y’all know 3,308 people have died from it?\n\nBUT did y’all know that 53,981 of these cases have already recovered?\n\nStop letting the media control your brain. Scare tactics are real tactics. Do your research.	𝔸𝕋𝔸ℝ𝕀𝕀 (*´∀｀*)	OnlyAtarii	5341	False	55310	171857
Fri Mar 06 02:54:46 +0000 2020	1235760705741127683	I work with a mat salleh boss and every time he hears someone sneezes or coughs he would ask them to go back immediately, or work from home. The thing about us Asians is, we always think RAJINNYA DTG KERJA WALAUPUN SAKIT SO MUCH DEDICATION BUT NO YOU'RE JUST SPREADING GERMS..... https://t.co/O9e6UKaFqr	روزايتي	rozaiti	355	False	364	208
Fri Mar 06 15:40:01 +0000 2020	1235953286961913857	Same people used in multiple photos for corona claims in different cities across the world \n\n&gt;&gt;33 is a prevalent number apparently. https://t.co/54V77XEfBB	l E T 17	Inevitable_ET	181496	False	3219	4052
Fri Mar 06 22:40:26 +0000 2020	1236059089630908419	After weeks of the Federal Government dragging its feet on COVID-19 testing, Trump just admitted in front of the cameras he wants to manipulate the measurement of the outbreak for his personal political benefit.	Chris Hayes	chrislhayes	2123523	True	5618	16982
Fri Mar 06 16:21:49 +0000 2020	1235963807584915457	Tomorrow this boomer is turning 25.. 👴\nI will leave be going to France for skiing + maybe get corona virus, so I will be mostly AFK. \n\nTo celebrate I am giving this cool Nomad knife away. \nJust retweet to enter. \n\nPicking a random winner when I am home! 🥰\n&lt;3 https://t.co/jkIjB08Hav	zipeL	zipelCS	10763	False	3724	1957
Fri Mar 06 00:11:00 +0000 2020	1235719492493172737	Today’s #coronavirus recap:\n\n-95,270 confirmed cases globally &amp; 3,281 deaths\n\n-80% of new cases in 🇮🇷🇮🇹🇰🇷\n\n-@WHO estimates ~3.4% of 🌎 #COVID19 cases have died\n\n-“It is a time for pulling out all the stops” -@DrTedros\n\n-Countries must take a comprehensive, all-government approach	Global Health Strategies	GHS	87218	True	2110	4134
Fri Mar 06 00:28:54 +0000 2020	1235723999897882624	WTAF?!?! A Man at Dartmouth with symptoms of #COVID19 was asked to self quarantine while waiting for test results. He decided he was fine and went to a party. Results came back positive the next day. Now another has it. Why are so many treating this as a joke? \n#CoronaVirusUSA	🎀𝓜𝓻𝓼. 𝓢𝓪𝓼𝓼𝔂 𝓑𝓲𝓷𝓴𝓈♈️❤️♊️	Mrs_Binks2U	19173	False	2323	5258
Fri Mar 06 21:59:37 +0000 2020	1236048815754326016	CONTINUED LACK OF #COVIDー19 TESTING IS A DERELICTION OF DUTY BY @realDonaldTrump. He knew since Jan about the #coronavirus. \n\nWhat is particularly shameful is @POTUS is using the artificially deflated numbers due to lack of testing to say the virus has been stopped. It has not. https://t.co/G1TVgZ2NPS	Ted Lieu	tedlieu	1298716	True	3635	6052
Fri Mar 06 04:34:58 +0000 2020	1235785921318072320	Attempt by @realdonaldtrump to minimize #Coronavirus has not aged well. According to @nytimes, there are over 215 cases &amp; 14 deaths, including 56 new cases today. Due to lack of testing by Administration, we still don’t know extent of the virus spread.\n\nhttps://t.co/HE1xjD8UuG https://t.co/EB9LpFjTFy	Ted Lieu	tedlieu	1298716	True	26572	139492
Fri Mar 06 23:28:52 +0000 2020	1236071277955252226	Like an invasion of hostile space aliens, COVID-19 Is an enemy of the human species that won’t negotiate. It cares not of your nationality, ideology, politics, or religion. This enemy of us all requires a global effort to combat, guided by science and not by magical thinking. https://t.co/ir50k21Fbd	Neil deGrasse Tyson	neiltyson	13709515	True	9802	47001
Thu Mar 05 15:23:48 +0000 2020	1235586819795947521	#VIDEO: The circling area around Holy Kaaba at the Holy Mosque in #Makkah was emptied of people temporarily in order to clean and sterilize it, due to #Coronavirus fears and to insure the safety of pilgrims. https://t.co/8CivSYbS29	Saudi Gazette	Saudi_Gazette	131107	True	3374	4528
Thu Mar 05 23:07:12 +0000 2020	1235703439688175618	⚠️A nurse—exposed to #coronavirus and SICK in quarantine—hammers @CDCgov for initially REFUSING and then delaying #COVID19 testing.\n\n“What a ridiculous and uneducated response...it’s a public health emergency.”\n\nh/t @Iam_BrookeSmith @NationalNurses\nhttps://t.co/DXvzVzYfLs	Dr. Dena Grayson	DrDenaGrayson	296159	True	2339	3921
Fri Mar 06 12:56:49 +0000 2020	1235912217943355392	As of March 6th 3PM KST, #BTSARMY donated approx.  505,500,000 won for COVID-19 relief in 9 days!!\n\n@BTS_twt 💜💜💜💜💜💜💜 https://t.co/jbJvfPOaJR https://t.co/uHoZHtDn1S	아미살롱 ᴀʀᴍʏ sᴀʟᴏɴ	BTSARMY_Salon	178830	False	845	1472
Fri Mar 06 02:19:10 +0000 2020	1235751746107879424	After @realDonaldTrump and cronies downplayed the #CoronavirusOutbreak, Pence now admits there aren't enough #coronavirus test kits.\n\nExperts (including me) saw this coming for weeks and called for point-of-care #COVID19 tests.\n\nTheir incompetence will cost lives.🤬\n\n@thespybrief https://t.co/hFD1eJMoSh	Dr. Dena Grayson	DrDenaGrayson	296159	True	385	570
Thu Mar 05 21:21:43 +0000 2020	1235676894026231812	"This latest report of SARS-like lung damage is consistent with prior clinical reports of #coronavirus cases from #China. At least 1 patient who survived #COVID19 later received a lung transplant due to permanent fibrosis (\""scarring\"") of his lungs.\n\nhttps://t.co/CvxaNJ1edV"	Dr. Dena Grayson	DrDenaGrayson	296159	True	2373	2986
Fri Mar 06 00:02:05 +0000 2020	1235717251753369600	Donations to the US Government are handled by a specific office at the U.S. Treasury; you don’t send  a check to an “Office of the Assistant Secretary for Health” — see https://t.co/haRP4i1hQG https://t.co/c7Pgv6SJJZ	Steven A. Cash: Proud Alum- “The Steady State”	cashsteven1	3490	False	13135	38613
Thu Mar 05 23:51:50 +0000 2020	1235714668833828864	This #coronavirus emergency response package gives our government the resources it needs to confront this public health crisis – without stealing a dime from other critical initiatives. With my signature, it goes to the President’s desk. https://t.co/stxLFdcdcj	Nancy Pelosi	SpeakerPelosi	4546004	True	1625	7666
Fri Mar 06 12:53:56 +0000 2020	1235911492932956160	Nero's fiddling again. As people die &amp; his administration fumbles the COVID-19 response, DONALD TRUMP IS TAKING ANOTHER TAXPAYER-FUNDED VACATION TO HIS PRIVATE LUXURY RESORT. I'm really trying hard to comply with a social media policy that surely bans cursing out a corrupt POTUS. https://t.co/tZlknWKkmt	Walter Shaub	waltshaub	492446	True	227	378
Fri Mar 06 08:10:52 +0000 2020	1235840256831709184	#Taiwan’s ability to contain the #COVID19 outbreak is a tribute to our unity &amp; resilience. It also speaks to the collaboration between our government, people, &amp; the many private businesses that have ramped up production to protect public health &amp; make the impossible possible: https://t.co/nzAzrDyoZf	蔡英文 Tsai Ing-wen	iingwen	1094301	True	1717	7110
Fri Mar 06 07:29:25 +0000 2020	1235829825706680322	Dear @StateDept: A reminder that last week in @HouseForeign Affairs Committee, @SecPompeo refused 6 times to deny that #coronavirus is a hoax. \n\nhttps://t.co/3kiwPLsYcj https://t.co/FttSF7aEzc	Ted Lieu	tedlieu	1298716	True	88	152
Fri Mar 06 16:22:44 +0000 2020	1235964038242340866	There's something strange going on with Turkey. It is refusing to give evidence about the corona virus to WHO. There are rumors that the problem is almost like with IRAN. Some cases are reported on Turkish airlines. They don't give evidence as TA are on the verge of bankruptcy https://t.co/lV5A5ESFzX	Con/nos Christofides	neokyma13	5133	False	1096	1439
Thu Mar 05 15:08:35 +0000 2020	1235582989511213056	Japan: close schools\nItaly: close schools and football games\nChina: shut everything down \nOlympics; may cancel\n\nTrump: Coronavirus is a hoax, my hunch is experts are wrong, and you should go to work and school. \n\n#TrumpVirus #COVID19 #Coronvirus	Not Bill Murray	StayWonked	37238	False	971	2741
Thu Mar 05 15:21:42 +0000 2020	1235586291200389120	Don't interrupt! Blaming🇺🇸4 #coronaviruschina will enable us 2 unite🌐against the New Evil Empire🇨🇳4 its coverup. This pandemic has been killing not only Chinese people but also people throughout🌐. Wuhan victims cry out fake as Vice-Premier 孙春兰 visits. https://t.co/oIz1I3yPoz https://t.co/7mTClJL1cq	Solomon Yue	SolomonYue	146439	False	97	230
Fri Mar 06 17:00:04 +0000 2020	1235973434095669254	6 Mar 20 | 7pm GMT+2\n# of confirmed #COVID19 cases in the Region \n🇦🇫Afghanistan 1\n🇧🇭Bahrain 56\n🇪🇬Egypt 15\n🇮🇷IR Iran 4747 incl 124 deaths\n🇮🇶Iraq 38 incl 2 deaths \n🇯🇴Jordan 1\n🇰🇼Kuwait 58\n🇱🇧Lebanon 16\n🇲🇦Morocco 2\n🇴🇲Oman 16\n🇵🇸OPT 7\n🇵🇰Pakistan 6\n🇶🇦Qatar 11\n🇹🇳Tunisia 1\n🇸🇦KSA 5\n🇦🇪UAE 29 https://t.co/LMjICMWAgO	WHO EMRO	WHOEMRO	204310	True	375	523
Fri Mar 06 21:11:33 +0000 2020	1236036720656650240	Trump campaign sues CNN over ‘false and defamatory’ 'Russia Russia' statements, seeks millions in damages. \n\nFake News Medias are worse than #coronavirus.\nEnemy of the People!\n\nTHE GREAT AWAKENING.\nYou are the news now.\nHandle w/ care.\nQ\n#QAnon\n#Trump2020 #KAG \n#KAG2020 #WWG1WGA https://t.co/yWiMqKmSUx	Wyn	Wyn1745	56446	False	478	594
Fri Mar 06 13:33:12 +0000 2020	1235921373991546882	Three more Iranian officials reportedly dead from #COVID19. Either being a politician makes you extra-susceptible to coronavirus, or the prevalence of the disease is orders of magnitude higher than the government admits: https://t.co/OJGsWY74F1	Graeme Wood	gcaw	34244	True	168	4855
Fri Mar 06 12:16:16 +0000 2020	1235902012375674881	New York AG Warns Televangelist #JimBakker To Stop Selling FAKE #CORONAVIRUS CURE\n\n#LisaLandau, chief of the AG’s Health Care Bureau, sent a cease and desist letter to Bakker on Thursday threatening legal action\n\n#MOG☘️\n#BlueWave2020\n\n#MAGA\n#Christians https://t.co/y1iWhZWlsI	Michael O'Grady	mog7546	44159	False	186	197
Fri Mar 06 06:39:30 +0000 2020	1235817262847635457	Before the Corona Virus reached South Africa, Trevor Noah was on the daily show making fun of the fact that we were gonna die because of China and their fake things . Some American got offended that he's making fun of such a serious situation and he was like	NKABINDE 🥇	sya_nkabinde	103864	False	168	645
Tue Mar 03 22:11:32 +0000 2020	1234964653014384644	Since this will never get reported by the media, I wanted to share a copy of this check. @realDonaldTrump is once again donating his salary back to the United States Government  — This quarter, it will be donated to @HHSGov to confront, contain, and combat #Coronavirus. 🇺🇸🇺🇸 https://t.co/hVZsm6z1zu	Eric Trump	EricTrump	3209070	True	21827	63912
Wed Mar 04 05:15:15 +0000 2020	1235071285027147776	Just 1 case of Corona Virus in India and  people are crazy  for masks!!\nDaily 400 people die in road crashes &amp; still no craze for Helmets🤔\n\n#safetysaves \nbe it virus or road crashes!	Pankaj Nain IPS	ipspankajnain	69771	True	16069	53755
Tue Mar 03 18:38:47 +0000 2020	1234911110861594624	President @realDonaldTrump made a commitment to donate his salary while in office. Honoring that promise and to further protect the American people, he is donating his 2019 Q4 salary to @HHSGov to support the efforts being undertaken to confront, contain, and combat #Coronavirus. https://t.co/R6KUQmBRl1	Kayleigh McEnany	PressSec	4424446	True	13135	38613
Tue Mar 03 03:42:09 +0000 2020	1234685467682979840	I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis. \n\nSince I work in a physical therapy clinic with many 65+ patients and those with chronic illnesses, I decided to be responsible and go to get tested. This is how that went.	sketchy lady	into_the_brush	9321	False	123816	321253
Wed Mar 04 06:03:14 +0000 2020	1235083359501430789	Experts across the world have advised to reduce mass gatherings to avoid the spread of COVID-19 Novel Coronavirus. Hence, this year I have decided not to participate in any Holi Milan programme.	Narendra Modi	narendramodi	55912748	True	18552	103374
Wed Mar 04 15:03:12 +0000 2020	1235219248903073800	Prime Minister of Israel Benjamin Netanyahu @netanyahu encourages Israelis to adopt the Indian way of greeting #Namaste at a press conference to mitigate the spread of #coronavirus https://t.co/gtSKzBDjl4	India in Israel	indemtel	18705	True	10912	43123
Tue Mar 03 23:10:13 +0000 2020	1234979421464879105	Dear @realDonaldTrump: You knew about #Covid_19 in January. It is March and your Administration still does not have enough test kits. That is unconscionable and a dereliction of duty.\n\nStop minimizing the #CoronaOutbreak and start leading. Lives are at stake. https://t.co/vPFePNQbVQ	Ted Lieu	tedlieu	1298716	True	1095	1722
Tue Mar 03 18:59:32 +0000 2020	1234916336393969667	Countries with largest numbers of #coronavirus diagnoses\n\n1. China\n2. South Korea\n3. Italy\n4. Iran\n5, Japan\n6. France\n7. Germany\n8. Spain\n9. Singapore\n10. USA	Frida Ghitis	FridaGhitis	18951	True	5588	13862
Mon Mar 02 23:08:59 +0000 2020	1234616723615166465	I'm stunned by the depth of #coronavirus information being released in #Singapore. On this website you can see every known infection case, where the person lives and works, which hospital they got admitted to, and the network topology of carriers, all laid out on a time-series https://t.co/wckG8KpPDE	📎 ® ¥ ¨ † å ® ø	RyutaroUchiyama	1261	False	11277	22335
Wed Mar 04 10:24:58 +0000 2020	1235149229179404289	The new #coronavirus has killed about 3.4% of confirmed cases globally - making it deadlier than the flu, but still containable. \n\nThe seasonal flu's fatality rate is below 1% https://t.co/WuZSmsX0yh https://t.co/gtXfr8k0oN	Al Jazeera English	AJEnglish	6160333	True	4872	9292
Tue Mar 03 00:18:40 +0000 2020	1234634259912155137	BREAKING: I am announcing a new directive requiring NY health insurers to waive cost sharing associated with testing for #coronavirus, including emergency room, urgent care and office visits.\n\nWe can't let cost be a barrier to access to COVID-19 testing for any New Yorker.	Andrew Cuomo	NYGovCuomo	1961937	True	17914	82924
Wed Mar 04 14:27:27 +0000 2020	1235210250812305408	Netanyahu announcing Israel's new extreme measures against #corona. Orders Israelis to stop shaking hands, suggests following Indian custom of namaste instead. 🙏🏽 https://t.co/8dGZUUtwEU	Noga Tarnopolsky	NTarnopolsky	32967	True	4477	16086
Wed Mar 04 16:22:08 +0000 2020	1235239113298759680	Just spoke with ER doc who say he's seeing cases he's 99% sure are #coronavirus. Negative for flu, recent travel, work in airports. Not allowed to test. Patients return to work because they can't take time off w/out a firm diagnosis. Other ER docs seeing the same thing.	Matt Stoller	matthewstoller	100812	True	6000	14222
Wed Mar 04 02:59:27 +0000 2020	1235037111239077889	#EXO members #Chanyeol, #Lay, #Suho and #Kai have donated a combined 170 million won to Korea Disaster Relief Association Hope Bridge to help fight the #coronavirus outbreak. #COVID19 @weareoneEXO\n@layzhang #찬열 #ZhangYixing #수호 #엑소 https://t.co/wAQhDoDjCt	China Daily	ChinaDaily	4366647	True	3916	5914
Wed Mar 04 11:34:18 +0000 2020	1235166676309676032	The World Health Organization confirmed that Covid-19 is deadlier than the seasonal flu, but does not transmit as easily. Read the latest updates on the coronavirus outbreak here.  https://t.co/3oWVZ6iEYc	New York Times World	nytimesworld	2030909	True	3270	5088
Wed Mar 04 18:57:50 +0000 2020	1235278295211618304	A State of Emergency has been declared for LA City and County due to confirmed cases of Coronavirus.\n\nAngelenos need to be prepared, but not panicked. Listen to the advice of experts.\n\nMake sure you're following @CDCgov and @lapublichealth for the latest info and recommendations. https://t.co/05qzCYhcrn	Adam Schiff	RepAdamSchiff	2209986	True	310	365
Tue Mar 03 16:04:23 +0000 2020	1234872254883909642	"@DrTedros \""Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected\""-@DrTedros #coronavirus"	World Health Organization (WHO)	WHO	7612984	True	2397	2362
Tue Mar 10 12:59:21 +0000 2020	1237362407506313216	Amazing! What South Korea is doing is really bending their #Covid19 epidemic curve. Only 131 new cases today, versus 909 on Feb. 29. \nIt's not just China. This clearly can be done. \nhttps://t.co/sueAO9XLF7 https://t.co/Bw7WX1s9nM	Helen Branswell	HelenBranswell	101819	True	11242	22999
Tue Mar 10 22:19:54 +0000 2020	1237503474159452161	The thing anyone under age 50 has to realize is that we're probably not gonna die from COVID-19 but we will absolutely be the vectors who spread the disease around to old people who *will* die which is why we gotta take precautions too.	Peter Pandemic	BostonJerry	8169	False	10758	42672
Tue Mar 10 18:40:23 +0000 2020	1237448230381801475	They did not cut taxes. They did not bail out companies. They just attacked the public health emergency. The way to enable economic recovery is focus on public health. https://t.co/9avqBJ9hLX	Brian Schatz	brianschatz	276618	True	11242	22999
Sun Mar 08 15:30:45 +0000 2020	1236675730496339969	Hospital Sungai Buloh will soon to be COVID-19 centre. May this effort be a paradigm for a better precaution to all Malaysians. We're arranging beds 100% for COVID-19 patients, &amp; re-distributing in-House patients to other Tertiary Hospital/District Hosp for continuation of care.	AzfarKamal	Azpapip	2077	False	10620	11120
Wed Mar 11 05:31:53 +0000 2020	1237612187570470912	Short video... #Coronavirus spreads all over the world #Wuhan #COVID2019 #koronawirus #Korona #Corona #CoronavirusSpread #CoronaVirusUpdate https://t.co/5CiHV5YiVo\n#COVID19	Yasir khan	yasirlangar479	216	False	10418	9969
Mon Mar 09 20:15:35 +0000 2020	1237109798971355137	Looks like the corona virus is antiblack and I’m okay with that https://t.co/CMwiAIeaz6	Junko Thee Enoshima	urbestenemy	16147	False	10188	45407
Mon Mar 09 10:51:00 +0000 2020	1236967717535731712	Covid-19 hit during cold/flu season. \n\nWondering if you might have the virus? \n\nThis chart on #covid19 v. cold v. flu is helpful: https://t.co/iDk6eG0cm5	Julia Belluz	juliaoftoronto	34357	True	9890	16485
Tue Mar 10 07:12:57 +0000 2020	1237275231783284736	Our #FlattenTheCurve graphic is now up on \n@Wikipedia with proper attribution &amp; a CC-BY-SA licence.  Please share far &amp; wide and translate it into any language you can! Details in the thread below. #Covid_19 #COVID2019 #COVID19 #coronavirus  Thanks to @XTOTL &amp; @TheSpinoffTV https://t.co/BQop7yWu1Q	Dr Siouxsie Wiles	SiouxsieW	15663	False	9764	11560
Tue Mar 10 22:58:58 +0000 2020	1237513303720521728	Bigoted statements which spread misinformation and blame Asians and the Asian American community for #coronavirus make us all less safe. @GOPLeader must delete this tweet and apologize immediately. https://t.co/twzCcVAWDH	Nancy Pelosi	SpeakerPelosi	4065458	True	9761	42514
Sun Mar 08 02:06:03 +0000 2020	1236473220783636481	THREAD: On #Coronavirus, we may be entering a period of accelerating cases. The country could look very different over next two weeks. We’ll get through this, but need to take steps now to limit the scope and impact of virus. There are things we can do now to help ourselves. 1/n	Scott Gottlieb, MD	ScottGottliebMD	159792	True	9740	22906
Mon Mar 09 02:11:39 +0000 2020	1236837019336269826	Just got a look of guidlines for testing COVID-19 at a San Diego hospital and they are...really bad! In order to get a test the patient has to have had close contact w someone w a confirmed infection or travelled to an infected area. But that's totally insufficient!	Chris Hayes	chrislhayes	2039996	True	9652	41935
Tue Mar 10 16:45:27 +0000 2020	1237419307782393857	$57 round trip to LA, thanks corona virus https://t.co/KiNfqQ5MIb	KUSH PAPI 🍇🍉🍊	KushPapii	47362	False	9320	82925
Fri Mar 06 15:33:37 +0000 2020	1235951676294606848	The #Coronavirus is spreading. Let’s make education spread faster. Please read &amp; retweet to so we are all ready for #COVID19.https://t.co/kkprJkwAiT	Stephen Fry	stephenfry	12727585	True	9256	12581
Tue Mar 10 19:02:08 +0000 2020	1237453703466156034	I've just been informed that my COVID-19 lab result was negative. \n\nIn an abundance of caution, I will remain under self-quarantine at the advice of medical professionals through Thursday at 2pm. I continue to feel fine and show no symptoms.	Rep. Matt Gaetz	RepMattGaetz	662690	True	9176	58483
Tue Mar 10 21:35:20 +0000 2020	1237492257458204673	📊 France, Spain and Germany are about 9 to 10 days behind Italy in #COVID19 progression; the UK and the US follow at 13 to 16 days. In Italy we waited too long, these countries should really start implementing aggressive containment measures now. https://t.co/xL7jUczpmY	Silvia Merler	SMerler	13876	False	8991	13037
Sun Mar 08 23:06:49 +0000 2020	1236790504249057280	.@SenSchumer &amp; I are demanding that the Trump Administration prioritize the health and safety of American workers and their families over corporate interests. #coronavirus https://t.co/S8TuwaHQeM	Nancy Pelosi	SpeakerPelosi	4065458	True	8762	32798
Tue Mar 10 05:29:36 +0000 2020	1237249222442807296	“Israel announces mandatory two-week quarantine for all overseas arrivals.” Want to bet Israel doesn’t have an epidemic in their country? Borders are a wonderful thing. #Coronavirus https://t.co/4vMYI6OCGg	James Woods	RealJamesWoods	2263389	True	8558	27105
Sun Mar 08 19:45:00 +0000 2020	1236739714897473536	In the wake of the #coronavirus, Sen Josh Hawley introduces a bill to end United States dependency on China for the manufacturing and distribution of our medical supply. \nhttps://t.co/BRx40LQ1Du	Newt Gingrich	newtgingrich	2207485	True	8493	27912
Mon Mar 09 08:52:29 +0000 2020	1236937893798707201	I wanted detailed Covid-19 data, but had a hard time finding numbers without accompanying media bias. I collected it myself, and am sharing here.\n\nIn this thread: \n- Incubation Time\n- Symptom Occurrence\n- Transmission Rates\n- First 20 US cases by date and location \n(cont'd)	L	SomeBitchIKnow	5363	False	8265	14733
Mon Mar 09 02:20:49 +0000 2020	1236839326916341760	I don't know who needs to hear this but Alberta just added COVID19 testing to ALL respiratory swabs done in ER or hospital. So if you're looking for flu, you'll also get an answer on #covid19.\n\nShould be #StandardOfCare IMHO.	Josh Ng-Kamstra MDCM, MPH	JoshNgKamstra	2394	False	8066	30711
Sat Mar 07 01:04:43 +0000 2020	1236095399691083776	#COVIDー19 Something we all need to be aware and alert of. It's now up to 3rd gen infection. Watch this video (borrowed) to understand how easy it is to spread the virus. #coronavirus https://t.co/USNpSQl2pP	Whothatgurl	janaedha	95	False	7891	11616
Mon Mar 09 20:04:44 +0000 2020	1237107071947948032	Can someone explain why people who came in contact with the CPAC attendee are doing self quarantine instead of getting a #coronavirus test? Wouldn’t we want to know ASAP if anyone that attendee interacted with now has the virus? https://t.co/MKoCMA0eDb	Ted Lieu	tedlieu	1255703	True	3468	9984
Mon Mar 09 06:46:29 +0000 2020	1236906182796644353	"At a S. Korean gov't briefing on COVID-19 response:\n\n\""The gov't is covering the financial costs for related testing and treatment instead of saddling individuals with those expenses. The gov't is also reimbursing medical facilities for losses incurred from imposed quarantines.\"""	Victoria Kim	vicjkim	8169	True	7655	31593
Sun Mar 08 18:21:47 +0000 2020	1236718775099064320	passport twitter been quiet since corona hit. shouldve spent ur money on jordans	"user:{""id"":49855677"	"screen_name:""stopitg"	46159	False	7557	47975
Tue Mar 10 22:19:59 +0000 2020	1237503494325559296	EXCLUSIVE\n\nNadine Dorries, a health minister, has become first MP to be diagnosed with coronavirus\n\nShe has been in Westminster for past week, met hundreds of people, and attended a No 10 reception hosted by Boris Johnson on Thursday\n\nhttps://t.co/3seuE2NGYE	Steven Swinford	Steven_Swinford	43744	True	7450	9118
Wed Mar 11 03:24:10 +0000 2020	1237580045553524736	Four days ago @realDonaldTrump said he “stopped” the #coronavirus &amp; “closed it down.” As of tonight, there are over 1,000 cases in America with at least 31 deaths. The virus has now spread to 37 states.\n\nAnd we still lack sufficient testing.\n\n#FactsMatter\nhttps://t.co/HE1xjCRj66	Ted Lieu	tedlieu	1255703	True	7408	16426
Sat Mar 07 11:34:33 +0000 2020	1236253902242226176	Me arriving in France after paying $00.38 for my round trip plane tickets because of the corona virus scare https://t.co/cISc2Y1uEs	Junko Thee Enoshima	urbestenemy	16147	False	7320	29736
Sun Mar 08 04:15:38 +0000 2020	1236505833673879552	To my dear students: Due to confirmed case of COVID-19 virus in Rizal, there will be no more research defense however you need to pass the manuscript on March 20. Stay at home and work individually. \nP.S. your life is more precious than your grades as a teacher I will do my part.	Jay👽	AltameraJay	1040	False	7227	69135
Tue Mar 10 03:30:06 +0000 2020	1237219150931599362	"Kevin McCarthy calling corona virus  Chinese is a racist ploy to make a public health issue something that can be blamed on \""others\"" - API kids in schools already being taunted about having the virus - this kind of \""leadership\"" by Republicans is a real danger to all of us."	Shanlon Wu	shanlonwu	16036	True	6924	28680
Sun Mar 08 06:14:39 +0000 2020	1236535783605121026	THREAD: Fri Jan 31, 2020, a few weeks before #Coronavirus has officially spread to other countries (which led to the bad stock market week Feb 24-Feb 28), the Trump Admin announced travel restrictions on China. Here is some of the reporting it generated. Take Politico of 2/4/20.	Yossi Gestetner	YossiGestetner	25032	True	6735	10876
Mon Mar 09 23:20:22 +0000 2020	1237156303304302592	Tonight we crossed an important threshold:  @CPAC ended 9 days ago. According to the experts we consulted that timing w NO NEW corona cases and NO attendees w symptoms is a huge turning point. Over 10,000 in a hotel w the virus present and no one is  positive. 🙏🏻👍🏻🇺🇸	Matt Schlapp	mschlapp	171651	True	6675	23060
Tue Mar 10 20:40:08 +0000 2020	1237478365638074374	Amazing! Passengers at the Kigali Bus Park have to wash their hands before getting onto buses as a prevention and risk reduction #Coronavirus outbreak. \n\n#Rwanda \n https://t.co/PbNxXrWjbM	Mo Almoghayer | د. محمد المغير	Mogaza	47782	True	6534	20400
Tue Mar 10 12:08:08 +0000 2020	1237349518359724032	Just two months ago, Taal Volcano was erupting, giving rise to great fear and suffering. \n\nToday, serenity reigns in Taal, reminding us that the COVID-19 outbreak, too, will come and go, and with social solidarity, we can emerge stronger as a nation. \n\n📷 Tomas Tirona https://t.co/FWyYBdRi7a	Gideon Lasco	gideonlasco	19498	True	6353	26342
Mon Mar 09 09:45:52 +0000 2020	1236951328783388672	Saw some irregularities w/ the usage of the ff. in articles, to provide clarity:\n\n🧬 SARS-CoV-2 (Severe Acute Respiratory Syndrome Coronavirus 2) is the virus.\n\n🦠 COVID-19 (Coronavirus Disease 2019) is the disease.\n\nHence, SARS-CoV-2 causes COVID-19. \n\nNonetheless, stay safe. 🙏🏻	Robert Dominic Gonzales	robertkaaatz	17507	False	6351	23901
Sun Mar 08 08:56:04 +0000 2020	1236576408471822336	Two week’s sick pay:\n\n🇬🇧UK £188.50\n\nWhat you’d get if you lived in:\n\n🇦🇹Austria £574.70\n🇩🇪Germany £574.70\n🇸🇪Sweden £459.76\n🇳🇱Netherlands £402.29\n🇪🇸Spain £241.37\n\nStatutory sick pay in the UK isn’t enough to live on.\n\nRT if you want decent #SickPayForAll \n\n#Coronavirus #Ridge #Marr	TradesUnionCongress	The_TUC	35173	False	6123	7299
Mon Mar 09 20:07:54 +0000 2020	1237107865325834246	Genuinely confused here: we have three members of congress prophylatically self-quarantining because of possible Covid-19 exposure, but are they not being tested? Seems like they should be tested, right?	Chris Hayes	chrislhayes	2039996	True	6105	48071
Sun Mar 08 00:27:53 +0000 2020	1236448518585319424	But I thought the Corona Virus was just a Democratic hoax to hurt Trump?  \n\nMoral to the story: science and nature do not give a damn what Party you belong to. https://t.co/G3v509JQzC	Ana Navarro-Cárdenas	ananavarro	1332394	True	257	431
Sun Mar 08 15:42:25 +0000 2020	1236678669768093701	Anong effect ng isang araw na suspension of classes/work? Nothing. Instead:\n\n1. Disclose the areas na may cases ng COVID-19\n2. Incubation period of the virus is 1-2 weeks thus, we should also suspend classes/work for 14 days\n3. Sanitize buildings, schools, streets\n\n#WalangPasok	Mags	drshaynecooper	284	False	5827	22874
